Geographical Name;Latitude;Longitude;Generic Term;Province - Territory
Lower Montague;46.15756;-62.59206;Community;Prince Edward Island
Malpeque Bay;46.51286;-63.65577;Community;Prince Edward Island
Meadow Bank;46.200913;-63.228226;Community;Prince Edward Island
Meadowbank;46.2;-63.233333;Community;Prince Edward Island
Miltonvale Park;46.31422;-63.22812;Community;Prince Edward Island
Miscouche;46.432615;-63.868255;Community;Prince Edward Island
Montague;46.169188;-62.650681;Town;Prince Edward Island
Morell;46.416226;-62.70506;Community;Prince Edward Island
Mount Stewart;46.367607;-62.875153;Community;Prince Edward Island
Mount Tryon;46.283333;-63.583333;Community;Prince Edward Island
Murray Harbour;46.005994;-62.527523;Community;Prince Edward Island
Murray River;46.016962;-62.615508;Community;Prince Edward Island
Naufrage;46.467641;-62.416677;Locality;Prince Edward Island
New Haven-Riverdale;46.22672;-63.32409;Community;Prince Edward Island
New London;46.464494;-63.511189;Locality;Prince Edward Island
North Rustico;46.458314;-63.312995;Community;Prince Edward Island
North Shore;46.38688;-63.1211;Community;Prince Edward Island
North Wiltshire;46.29833;-63.32379;Community;Prince Edward Island
North Winsloe;46.35;-63.2;Community;Prince Edward Island
Northport;46.883333;-64.233333;Community;Prince Edward Island
Ocean View;46.066667;-62.816667;Community;Prince Edward Island
O'Leary;46.707164;-64.226838;Community;Prince Edward Island
Oyster Bed;46.381726;-63.23853;Community;Prince Edward Island
Pisquid East;46.316667;-62.833333;Community;Prince Edward Island
Pleasant Grove;46.363266;-63.077219;Community;Prince Edward Island
Portage;46.664414;-64.059673;Locality;Prince Edward Island
Richmond;46.507993;-63.99147;Community;Prince Edward Island
Rocky Point;46.20241;-63.1505;Locality;Prince Edward Island
Scotchfort;46.350466;-62.920252;Locality;Prince Edward Island
Sea View;46.539347;-63.594302;Locality;Prince Edward Island
Sherbrooke;46.425;-63.780556;Community;Prince Edward Island
Souris;46.354462;-62.25164;Town;Prince Edward Island
Souris West;46.358823;-62.283363;Community;Prince Edward Island
South Pinette;46.041377;-62.910357;Community;Prince Edward Island
South Winsloe;46.313007;-63.176015;Community;Prince Edward Island
St. Felix;46.926724;-64.022814;Community;Prince Edward Island
St. Louis;46.886032;-64.144346;Community;Prince Edward Island
St. Nicholas;46.419444;-63.955278;Community;Prince Edward Island
St. Peters Bay;46.417767;-62.581769;Community;Prince Edward Island
Stanchel;46.319604;-63.465453;Locality;Prince Edward Island
Stanley Bridge;46.46248;-63.462202;Locality;Prince Edward Island
Stratford;46.217778;-63.080833;Town;Prince Edward Island
Summerside;46.395833;-63.788889;City;Prince Edward Island
Tignish;46.950493;-64.033583;Community;Prince Edward Island
Tignish Shore;46.946234;-63.995183;Community;Prince Edward Island
Tyne Valley;46.57423;-63.929317;Community;Prince Edward Island
Union Road;46.324427;-63.131959;Community;Prince Edward Island
Valleyfield;46.13022;-62.70985;Community;Prince Edward Island
Vernon River;46.207886;-62.833242;Locality;Prince Edward Island
Victoria;46.217024;-63.493174;Community;Prince Edward Island
Warren Grove;46.27306;-63.22132;Community;Prince Edward Island
Websters Corner;46.308456;-62.953741;Locality;Prince Edward Island
Wellington;46.450804;-63.998283;Community;Prince Edward Island
West Point;46.626696;-64.371454;Locality;Prince Edward Island
West River;46.17168;-63.29479;Community;Prince Edward Island
Wood Islands;45.966135;-62.751096;Locality;Prince Edward Island
York;46.315983;-63.097506;Community;Prince Edward Island
Acton Vale;45.65;-72.5666666;Town;Quebec
Adamsville;45.2788889;-72.7861111;Village;Quebec
Adstock;46.05;-71.0833333;Municipality;Quebec
Aguanish;50.2166667;-62.0833333;Municipality;Quebec
Albanel;48.8833334;-72.45;Municipality;Quebec
Albertville;48.3166667;-67.3666667;Municipality;Quebec
Alleyn-et-Cawood;45.916667;-76.166667;Municipality;Quebec
Alma;48.55;-71.65;Town;Quebec
Amos;48.5666666;-78.1166667;Town;Quebec
Amqui;48.4666667;-67.4333333;Town;Quebec
Ange-Gardien;45.35;-72.9333333;Municipality;Quebec
Angers;45.525;-75.4941667;Village;Quebec
Armagh;46.75;-70.5833333;Municipality;Quebec
Asbestos;45.7666667;-71.9333333;Town;Quebec
Ascot Corner;45.45;-71.7666667;Municipality;Quebec
Aston-Jonction;46.1666667;-72.2333334;Municipality;Quebec
Athelstan;45.0358333;-74.1775;Village;Quebec
Auclair;47.7333333;-68.65;Municipality;Quebec
Audet;45.65;-70.7333334;Municipality;Quebec
Austin;45.1833333;-72.2833333;Municipality;Quebec
Authier;48.7333333;-78.85;Municipality;Quebec
Authier-Nord;48.8333334;-78.8666667;Municipality;Quebec
Ayer's Cliff;45.1666666;-72.05;Village Municipality;Quebec
Baie-Comeau;49.2166666;-68.15;Town;Quebec
Baie-des-Sables;48.7166667;-67.85;Municipality;Quebec
Baie-du-Febvre;46.1333333;-72.7166667;Municipality;Quebec
Baie-D'Urfe;45.416667;-73.916667;Town;Quebec
Baie-Johan-Beetz;50.283333;-62.8;Municipality;Quebec
Baie-Sainte-Catherine;48.1;-69.7333333;Municipality;Quebec
Baie-Saint-Paul;47.45;-70.5;Town;Quebec
Baie-Trinite;49.4166666;-67.3;Village Municipality;Quebec
Barachois;48.6180556;-64.2866667;Village;Quebec
Barford;45.1161111;-71.7955556;Village;Quebec
Barkmere;46;-74.5833333;Town;Quebec
Barnston;45.1072222;-71.8838889;Village;Quebec
Barnston-Ouest;45.1;-71.9666667;Municipality;Quebec
Barraute;48.4333334;-77.6333333;Municipality;Quebec
Bassin;47.2227778;-61.9372222;Village;Quebec
Batiscan;46.5;-72.25;Municipality;Quebec
Beaconsfield;45.433333;-73.866667;Town;Quebec
Bearn;47.2833333;-79.3333333;Municipality;Quebec
Beaucanton;49.0383333;-79.2388889;Village;Quebec
Beauceville;46.2;-70.7833333;Town;Quebec
Beauharnois;45.3166667;-73.8666667;Town;Quebec
Beaulac-Garthby;45.8333333;-71.3833334;Municipality;Quebec
Beaumont;46.8166667;-71;Municipality;Quebec
Beaupre;47.05;-70.9;Town;Quebec
Becancour;46.3333334;-72.4333334;Town;Quebec
Bedford;45.1166667;-72.9833333;Town;Quebec
Begin;48.6666667;-71.3333334;Municipality;Quebec
Belcourt;48.4;-77.35;Municipality;Quebec
Belleterre;47.3833334;-78.7;Town;Quebec
Beloeil;45.566667;-73.2;Town;Quebec
Berry;48.8166667;-78.2666666;Municipality;Quebec
Berthier-sur-Mer;46.916667;-70.733333;Municipality;Quebec
Berthierville;46.0833334;-73.1833333;Town;Quebec
Bethanie;45.5;-72.4333334;Municipality;Quebec
Betsiamites;48.9366667;-68.6411111;Post Office;Quebec
Biencourt;47.9333333;-68.6;Municipality;Quebec
Blainville;45.6666667;-73.8833334;Town;Quebec
Blanc-Sablon;51.4166667;-57.1333334;Municipality;Quebec
Blue Sea;46.2;-76.0833333;Municipality;Quebec
Boileau;45.9166667;-74.7666667;Municipality;Quebec
Boisbriand;45.6122222;-73.8391667;Town;Quebec
Boischatel;46.9;-71.15;Municipality;Quebec
Bois-des-Filion;45.6666667;-73.75;Town;Quebec
Bois-Franc;46.5;-75.9833333;Municipality;Quebec
Bolton Centre;45.2;-72.35;Village;Quebec
Bolton-Est;45.2;-72.35;Municipality;Quebec
Bolton-Ouest;45.2333334;-72.45;Municipality;Quebec
Bonaventure;48.05;-65.4833333;Town;Quebec
Bonne-Esperance;51.383333;-57.666667;Municipality;Quebec
Bonsecours;45.4166667;-72.2833333;Municipality;Quebec
Boucherville;45.6;-73.45;Town;Quebec
Bouchette;46.2166666;-75.9666666;Municipality;Quebec
Bowman;45.9166667;-75.6666667;Municipality;Quebec
Brebeuf;46.0666667;-74.6666666;Parish Municipality;Quebec
Bridgeville;48.6036111;-64.3275;Village;Quebec
Brigham;45.25;-72.85;Municipality;Quebec
Bristol;45.533333;-76.466667;Municipality;Quebec
Bromont;45.3166667;-72.65;Town;Quebec
Brossard;45.466667;-73.45;Town;Quebec
Brownsburg-Chatham;45.6833334;-74.4166667;Town;Quebec
Brunet;46.52;-75.4494445;Village;Quebec
Bryson;45.683333;-76.616667;Municipality;Quebec
Buckland;46.6188889;-70.5463889;Village;Quebec
Bury;45.4666667;-71.5;Municipality;Quebec
Cacouna;47.916667;-69.5;Municipality;Quebec
Campbell's Bay;45.733333;-76.6;Municipality;Quebec
Candiac;45.3833333;-73.5166667;Town;Quebec
Cantley;45.5666667;-75.7833333;Municipality;Quebec
Cap-a-l'Aigle;47.6638889;-70.1069444;Village;Quebec
Cap-aux-Meules;47.3819444;-61.8611111;Village;Quebec
Cap-Chat;49.1;-66.6833334;Town;Quebec
Cap-d'Espoir;48.4283333;-64.3288889;Village;Quebec
Cap-des-Rosiers;48.8658333;-64.2125;Village;Quebec
Caplan;48.1;-65.6833333;Municipality;Quebec
Cap-Saint-Ignace;47.0333333;-70.4666667;Municipality;Quebec
Cap-Sante;46.6666666;-71.7833334;Town;Quebec
Cap-Seize;49.0177778;-66.3955556;Village;Quebec
Capucins;49.05;-66.8444444;Village;Quebec
Carignan;45.45;-73.3;Town;Quebec
Carillon;45.5694444;-74.375;Village;Quebec
Carleton-sur-Mer;48.1;-66.133333;Town;Quebec
Cascapedia–Saint-Jules;48.25;-65.9166667;Municipality;Quebec
Causapscal;48.3666666;-67.2333333;Town;Quebec
Cayamant;46.1333333;-76.25;Municipality;Quebec
Chambly;45.4497222;-73.2908333;Town;Quebec
Chambord;48.4333334;-72.0666667;Municipality;Quebec
Champlain;46.45;-72.35;Municipality;Quebec
Champneuf;48.5833333;-77.5;Municipality;Quebec
Chandler;48.35;-64.6833333;Town;Quebec
Chapais;49.7833333;-74.85;Town;Quebec
Chapeau;45.9111111;-77.0736111;Village;Quebec
Charette;46.45;-72.9333333;Municipality;Quebec
Charlemagne;45.7166667;-73.4833334;Town;Quebec
Chartierville;45.3;-71.2;Municipality;Quebec
Chateauguay;45.3833333;-73.75;Town;Quebec
Chateau-Richer;46.9666667;-71.0166667;Town;Quebec
Chazel;48.8666667;-79.05;Municipality;Quebec
Chelsea;45.5;-75.7833333;Municipality;Quebec
Cheneville;45.8833334;-75.05;Municipality;Quebec
Cherry River;45.316667;-72.166667;Village;Quebec
Chertsey;46.1666667;-73.9166667;Municipality;Quebec
Chesterville;45.9666667;-71.8166667;Municipality;Quebec
Chevery;50.468611;-59.616111;Village;Quebec
Chibougamau;49.916667;-74.366667;Town;Quebec
Chute-aux-Outardes;49.1166667;-68.4;Village Municipality;Quebec
Chute-Saint-Philippe;46.65;-75.2333333;Municipality;Quebec
Clarendon;45.65;-76.516667;Municipality;Quebec
Clermont;47.6833333;-70.2333333;Town;Quebec
Clerval;48.75;-79.4333334;Municipality;Quebec
Coaticook;45.1333333;-71.8;Town;Quebec
Coleraine;45.9666667;-71.3755556;Village;Quebec
Colombier;48.8666667;-68.85;Municipality;Quebec
Compton;45.2333334;-71.8166667;Municipality;Quebec
Contrecoeur;45.8572222;-73.2386111;Town;Quebec
Cookshire-Eaton;45.4166667;-71.6333333;Town;Quebec
Coteau-du-Lac;45.3;-74.183333;Town;Quebec
Cote-Nord-du-Golfe-du-Saint-Laurent;50.4666666;-59.6;Municipality;Quebec
Cote-Saint-Luc;45.466667;-73.666667;Town;Quebec
Courcelles;45.8666667;-70.9833333;Municipality;Quebec
Cowansville;45.2;-72.75;Town;Quebec
Crabtree;45.9666667;-73.4666667;Municipality;Quebec
Daaquam;46.5880556;-70.0633333;Village;Quebec
Danville;45.7833333;-72.0166667;Town;Quebec
Daveluyville;46.2;-72.1333333;Town;Quebec
Davidson;45.869444;-76.766389;Village;Quebec
Degelis;47.55;-68.65;Town;Quebec
Deleage;46.3833333;-75.9166667;Municipality;Quebec
Delson;45.3666666;-73.55;Town;Quebec
Denholm;45.816667;-75.75;Municipality;Quebec
Desbiens;48.4166667;-71.95;Town;Quebec
Deschaillons-sur-Saint-Laurent;46.5513889;-72.1247222;Municipality;Quebec
Deschambault-Grondines;46.65;-71.9333333;Municipality;Quebec
Deux-Montagnes;45.5333333;-73.8833334;Town;Quebec
Didyme;48.908056;-72.665556;Village;Quebec
Disraeli;45.9;-71.35;Town;Quebec
Dixville;45.0666667;-71.7666667;Municipality;Quebec
Dolbeau-Mistassini;48.8833334;-72.2333334;Town;Quebec
Dollard-Des Ormeaux;45.483333;-73.816667;Town;Quebec
Donnacona;46.6747222;-71.7294444;Town;Quebec
Dorval;45.45;-73.75;Town;Quebec
Dosquet;46.4666666;-71.5333333;Municipality;Quebec
Douglastown;48.7738889;-64.3794444;Village;Quebec
Drummondville;45.883333;-72.483333;Town;Quebec
Dudswell;45.583333;-71.583333;Municipality;Quebec
Duhamel;46.0166666;-75.0833333;Municipality;Quebec
Duhamel-Ouest;47.3666667;-79.4333334;Municipality;Quebec
Dunham;45.1333333;-72.8;Town;Quebec
Duparquet;48.5;-79.2333334;Town;Quebec
Dupuy;48.8333334;-79.35;Municipality;Quebec
Durham-Sud;45.6666667;-72.3333333;Municipality;Quebec
East Angus;45.4833334;-71.6666667;Town;Quebec
East Broughton;46.2166667;-71.0666667;Municipality;Quebec
East Farnham;45.233333;-72.766667;Municipality;Quebec
East Hereford;45.0833333;-71.5;Municipality;Quebec
Eastman;45.3;-72.3166667;Municipality;Quebec
Eeyou Istchee Baie-James;52;-76;Municipality;Quebec
Egan-Sud;46.4333333;-76;Municipality;Quebec
Elgin;45.016667;-74.266667;Municipality;Quebec
Entrelacs;46.1166667;-74;Municipality;Quebec
Escuminac;48.1166667;-66.4833334;Municipality;Quebec
Esprit-Saint;48.0666667;-68.5666667;Municipality;Quebec
Estcourt;47.4605556;-69.225;Village;Quebec
Esterel;46.05;-74.016667;Town;Quebec
Fabre;47.199167;-79.365556;Village;Quebec
Farnham;45.2833333;-72.9833333;Town;Quebec
Fassett;45.65;-74.8666666;Municipality;Quebec
Fatima;47.4083333;-61.8888889;Village;Quebec
Ferland;48.181389;-70.846111;Village;Quebec
Ferland-et-Boilleau;48.1;-70.8333333;Municipality;Quebec
Ferme-Neuve;46.7;-75.45;Municipality;Quebec
Fermont;52.7833333;-67.0833333;Town;Quebec
Fire Lake;52.3347222;-67.3661111;Named Locality;Quebec
Forestville;48.7333333;-69.0833333;Town;Quebec
Fort-Coulonge;45.85;-76.7333333;Village Municipality;Quebec
Fortierville;46.4833333;-72.0333333;Municipality;Quebec
Fossambault-sur-le-Lac;46.8666666;-71.6166667;Town;Quebec
Foster;45.2897222;-72.4944444;Village;Quebec
Frampton;46.466667;-70.8;Municipality;Quebec
Franklin;45.0333334;-73.9166667;Municipality;Quebec
Franquelin;49.3666667;-67.8333333;Municipality;Quebec
Frelighsburg;45.05;-72.8333334;Municipality;Quebec
Frontenac;45.5833333;-70.8333333;Municipality;Quebec
Fugereville;47.4;-79.2;Municipality;Quebec
Gagnon;51.8916667;-68.1652778;Named Locality;Quebec
Gallichan;48.6;-79.2833333;Municipality;Quebec
Gascons;48.1922222;-64.8597222;Village;Quebec
Gaspe;48.833333;-64.483333;Town;Quebec
Gatineau;45.483333;-75.65;Town;Quebec
Girardville;49;-72.55;Municipality;Quebec
Godbout;49.3166667;-67.6;Village Municipality;Quebec
Gracefield;46.1;-76.05;Town;Quebec
Granby;45.4;-72.7333333;Town;Quebec
Grande-Anse;47.089722;-72.918889;Hamlet;Quebec
Grande-Cascapedia;48.2575;-65.8925;Village;Quebec
Grande-Entree;47.5527778;-61.5472222;Village;Quebec
Grande-Riviere;48.4;-64.5;Town;Quebec
Grande-Riviere-Ouest;48.3911111;-64.5155556;Village;Quebec
Grandes-Piles;46.6833333;-72.7333333;Village Municipality;Quebec
Grande-Vallee;49.2166666;-65.1333333;Municipality;Quebec
Grand-Metis;48.6333334;-68.1333333;Municipality;Quebec
Grand-Remous;46.616667;-75.9;Municipality;Quebec
Grand-Saint-Esprit;46.1833333;-72.5;Municipality;Quebec
Greenlay;45.5597222;-72.0113889;Village;Quebec
Grenville;45.6333333;-74.6;Village Municipality;Quebec
Grenville-sur-la-Rouge;45.65;-74.6333333;Municipality;Quebec
Gros-Mecatina;50.8333333;-58.9666666;Municipality;Quebec
Grosse-Ile;47.616667;-61.516667;Municipality;Quebec
Grosses-Roches;48.9333333;-67.1666667;Municipality;Quebec
Guigues;47.4644444;-79.4388889;Village;Quebec
Guyenne;48.7780556;-78.4702778;Village;Quebec
Hampstead;45.483333;-73.633333;Town;Quebec
Ham-Sud;45.75;-71.6;Municipality;Quebec
Harrington Harbour;50.5;-59.4797222;Village;Quebec
Hatley;45.1833333;-71.9333333;Municipality;Quebec
Havre-Aubert;47.2361111;-61.8472222;Village;Quebec
Havre-aux-Maisons;47.4027778;-61.8166667;Village;Quebec
Havre-Saint-Pierre;50.233333;-63.6;Municipality;Quebec
Hebertville;48.4;-71.6833333;Municipality;Quebec
Hebertville-Station;48.45;-71.6666667;Village Municipality;Quebec
Hemmingford;45.05;-73.5833333;Village Municipality;Quebec
Henryville;45.1333333;-73.1833333;Municipality;Quebec
Herouxville;46.6666666;-72.6166667;Parish Municipality;Quebec
Hervey-Jonction;46.8547222;-72.4647222;Village;Quebec
Highwater;45.0252778;-72.4305556;Village;Quebec
Hinchinbrooke;45.05;-74.1;Municipality;Quebec
Honfleur;46.65;-70.8833333;Municipality;Quebec
Hope Town;48.05;-65.1666667;Municipality;Quebec
Howick;45.1833333;-73.85;Municipality;Quebec
Huberdeau;45.9666667;-74.6333333;Municipality;Quebec
Hudson;45.45;-74.15;Town;Quebec
Hunterstown;46.4463889;-73.0161111;Village;Quebec
Huntingdon;45.0833333;-74.1666667;Town;Quebec
Inverness;46.2666667;-71.5166666;Municipality;Quebec
Irlande;46.0666667;-71.4833333;Municipality;Quebec
Issoudun;46.5777778;-71.6255556;Village;Quebec
Ivry-sur-le-Lac;46.083333;-74.333333;Municipality;Quebec
Jacola;48.098611;-77.817778;Village;Quebec
Jacques-Cartier;46.6722222;-71.7586111;Village;Quebec
Joliette;46.0166666;-73.45;Town;Quebec
Joly;46.4852778;-71.6683333;Village;Quebec
Kamouraska;47.5666667;-69.8666667;Municipality;Quebec
Katevale;45.2497222;-72.0472222;Village;Quebec
Kazabazua;45.95;-76.0166667;Municipality;Quebec
Kegaska;50.1836111;-61.2725;Village;Quebec
Keyano;53.826944;-73.531944;Village;Quebec
Kiamika;46.416667;-75.383333;Municipality;Quebec
Kingsey Falls;45.85;-72.0666667;Town;Quebec
Kinnear's Mills;46.2166666;-71.3833334;Municipality;Quebec
Kipawa;46.7833333;-78.9833334;Municipality;Quebec
Kirkland;45.45;-73.866667;Town;Quebec
Knowlton;45.2172222;-72.5186111;Village;Quebec
La Baleine;47.4;-70.35;Village;Quebec
La Bostonnais;47.516667;-72.683333;Municipality;Quebec
La Conception;46.15;-74.7;Municipality;Quebec
La Corne;48.35;-78;Municipality;Quebec
La Dore;48.7166667;-72.65;Parish Municipality;Quebec
La Durantaye;46.8333333;-70.85;Parish Municipality;Quebec
La Grande-1;53.7272222;-78.5902778;Hamlet;Quebec
La Guadeloupe;45.95;-70.9333334;Village Municipality;Quebec
La Macaza;46.366667;-74.766667;Municipality;Quebec
La Malbaie;47.65;-70.15;Town;Quebec
La Martre;49.1666667;-66.1666666;Municipality;Quebec
La Minerve;46.25;-74.9333333;Municipality;Quebec
La Morandiere;48.6166667;-77.6333333;Municipality;Quebec
La Motte;48.3333333;-78.1166667;Municipality;Quebec
La Patrie;45.4;-71.25;Municipality;Quebec
La Peche;45.6833334;-75.9833333;Municipality;Quebec
La Pocatiere;47.3705556;-70.0341667;Town;Quebec
La Prairie;45.4166667;-73.5;Town;Quebec
La Presentation;45.666667;-73.05;Municipality;Quebec
La Redemption;48.45;-67.8833333;Parish Municipality;Quebec
La Reine;48.8666667;-79.5;Municipality;Quebec
La Romaine;50.2136111;-60.6769444;Village;Quebec
La Sarre;48.8;-79.2;Town;Quebec
La Tabatiere;50.8291667;-58.9605556;Village;Quebec
La Tuque;47.4333333;-72.7833333;Town;Quebec
La Verniere;47.3708333;-61.9072222;Village;Quebec
La Visitation;46.1297222;-72.605;Village;Quebec
La Visitation-de-l'Ile-Dupas;46.0861111;-73.1427778;Municipality;Quebec
La Visitation-de-Yamaska;46.1333333;-72.6;Municipality;Quebec
Labelle;46.2833334;-74.7333334;Municipality;Quebec
Labrecque;48.6666667;-71.5333333;Municipality;Quebec
Lac-a-Beauce;47.316389;-72.759722;Village;Quebec
L'Acadie;45.3138889;-73.3458333;Village;Quebec
Lac-au-Saumon;48.4166667;-67.35;Municipality;Quebec
Lac-aux-Sables;46.8666666;-72.4;Parish Municipality;Quebec
Lac-Beauport;46.9666667;-71.3;Municipality;Quebec
Lac-Bouchette;48.25;-72.1833334;Municipality;Quebec
Lac-Brome;45.2166667;-72.5166667;Town;Quebec
Lac-Castor;46.3669444;-74.8802778;Village;Quebec
Lac-Cayamant;46.137222;-76.248889;Village;Quebec
Lac-Chaud;46.4255556;-74.7733333;Village;Quebec
Lac-Delage;46.9666667;-71.4;Town;Quebec
Lac-des-Aigles;47.9833334;-68.6833333;Municipality;Quebec
Lac-des-Ecorces;46.55;-75.35;Municipality;Quebec
Lac-des-Loups;45.685278;-76.210833;Village;Quebec
Lac-des-Plages;46;-74.9;Municipality;Quebec
Lac-des-Seize-Iles;45.9;-74.4666666;Municipality;Quebec
Lac-Drolet;45.7166667;-70.85;Municipality;Quebec
Lac-du-Cerf;46.3;-75.5;Municipality;Quebec
Lac-Edouard;47.65;-72.266667;Municipality;Quebec
Lac-Etchemin;46.4;-70.5;Municipality;Quebec
Lac-Frontiere;46.7;-70;Municipality;Quebec
Lac-Humqui;48.3069444;-67.5802778;Village;Quebec
Lachute;45.65;-74.3333334;Town;Quebec
Lac-Labelle;46.2691667;-74.8272222;Village;Quebec
Lac-Marsan;46.3555556;-74.8522222;Village;Quebec
Lac-Megantic;45.5833333;-70.8833333;Town;Quebec
Lacolle;45.0833333;-73.3666667;Municipality;Quebec
Lac-Sainte-Marie;45.95;-75.95;Municipality;Quebec
Lac-Saint-Joseph;46.9166667;-71.65;Town;Quebec
Lac-Saint-Paul;46.7333334;-75.3166666;Municipality;Quebec
Lac-Sergent;46.85;-71.7333333;Town;Quebec
Lac-Simon;45.9;-75.1;Municipality;Quebec
Lac-Superieur;46.2;-74.4666666;Municipality;Quebec
Lac-Tremblant-Nord;46.233333;-74.633333;Municipality;Quebec
Ladysmith;45.761667;-76.388889;Village;Quebec
Laforce;47.5333333;-78.7333333;Municipality;Quebec
Laforge-2;54.5558333;-71.2955556;Hamlet;Quebec
Lakefield;45.7519444;-74.2563889;Village;Quebec
Lamarche;48.8;-71.4333333;Municipality;Quebec
Lambton;45.8333333;-71.0833333;Municipality;Quebec
L'Ancienne-Lorette;46.8;-71.35;Town;Quebec
L'Ange-Gardien;45.5833333;-75.45;Municipality;Quebec
L'Ange-Gardien;46.916667;-71.1;Municipality;Quebec
Languedoc;48.8072222;-78.6966667;Village;Quebec
Lanoraie;45.9613889;-73.2219444;Municipality;Quebec
L'Anse-au-Griffon;48.9283333;-64.2872222;Village;Quebec
L'Anse-a-Valleau;49.0819444;-64.5533333;Village;Quebec
L'Anse-Saint-Jean;48.2333334;-70.2;Municipality;Quebec
Lantier;46.15;-74.25;Municipality;Quebec
Larouche;48.45;-71.5166666;Municipality;Quebec
L'Ascension;46.55;-74.8333333;Municipality;Quebec
L'Ascension;48.6925;-71.670833;Village;Quebec
L'Ascension-de-Notre-Seigneur;48.7;-71.6833333;Parish Municipality;Quebec
L'Ascension-de-Patapedia;47.9333333;-67.25;Municipality;Quebec
L'Assomption;45.8333333;-73.4166666;Town;Quebec
Latulipe;47.4269444;-79.0333333;Village;Quebec
Laurier-Station;46.5333334;-71.6333333;Village Municipality;Quebec
Laurierville;46.3;-71.65;Municipality;Quebec
Laval;45.583333;-73.75;Town;Quebec
Lavaltrie;45.8833334;-73.2833334;Town;Quebec
L'Avenir;45.7666667;-72.3;Municipality;Quebec
Laverlochere;47.4333333;-79.3;Municipality;Quebec
Lebel-sur-Quevillon;49.05;-76.9833333;Town;Quebec
Leclercville;46.5666667;-72;Municipality;Quebec
Lefebvre;45.7166667;-72.4166667;Municipality;Quebec
Lejeune;47.766667;-68.583333;Municipality;Quebec
Lemieux;46.3;-72.1166666;Municipality;Quebec
L'Epiphanie;45.85;-73.4833334;Town;Quebec
Lery;45.35;-73.8;Town;Quebec
Les Bergeronnes;48.25;-69.55;Municipality;Quebec
Les Buissons;49.1022222;-68.3852778;Village;Quebec
Les Cedres;45.3;-74.05;Municipality;Quebec
Les Coteaux;45.2833333;-74.2333333;Municipality;Quebec
Les Eboulements;47.4833333;-70.3166667;Municipality;Quebec
Les Ecureuils;46.6708333;-71.7044444;Village;Quebec
Les Escoumins;48.35;-69.4;Municipality;Quebec
Les Etroits;47.3875;-68.8952778;Village;Quebec
Les Hauteurs;48.3833333;-68.1166666;Municipality;Quebec
Les Hauteurs-de-Rimouski;48.3788889;-68.1144444;Village;Quebec
Les Iles-de-la-Madeleine;47.383333;-61.866667;Municipality;Quebec
Les Mechins;49;-66.9833333;Municipality;Quebec
Lesage;45.8597222;-74.0705556;Village;Quebec
Letang;46.736944;-79.066944;Village;Quebec
L'Etang-du-Nord;47.3583333;-61.95;Village;Quebec
L'Etape;47.564722;-71.228611;Hamlet;Quebec
Levis;46.8;-71.1833333;Town;Quebec
L'Ile-aux-Noix;45.1327778;-73.2747222;Village;Quebec
L'Ile-Cadieux;45.4333334;-74.0166666;Town;Quebec
L'Ile-d'Anticosti;49.5;-63;Municipality;Quebec
L'Ile-d'Entree;47.2708333;-61.7069444;Village;Quebec
L'Ile-Dorval;45.433333;-73.733333;Town;Quebec
L'Ile-du-Grand-Calumet;45.716667;-76.616667;Municipality;Quebec
L'Ile-Perrot;45.3833333;-73.95;Town;Quebec
L'Isle-aux-Allumettes;45.9166667;-77.0666667;Municipality;Quebec
L'Isle-aux-Coudres;47.4;-70.3833333;Municipality;Quebec
L'Isle-aux-Grues;47.0680556;-70.5433333;Village;Quebec
L'Islet;47.1;-70.35;Municipality;Quebec
L'Islet-sur-Mer;47.1275;-70.3730556;Village;Quebec
L'Isle-Verte;48.016667;-69.333333;Municipality;Quebec
Litchfield;45.75;-76.583333;Municipality;Quebec
Lochaber;45.6333333;-75.2166667;Township Municipality;Quebec
Longue-Pointe-de-Mingan;50.2666666;-64.15;Municipality;Quebec
Longue-Rive;48.55;-69.25;Municipality;Quebec
Longueuil;45.533333;-73.516667;Town;Quebec
Lorraine;45.6833334;-73.7833333;Town;Quebec
Lorrainville;47.35;-79.35;Municipality;Quebec
Lost River;45.8313889;-74.5483333;Village;Quebec
Lotbiniere;46.6166667;-71.9333333;Municipality;Quebec
Lots-Renverses;47.6644444;-68.6697222;Village;Quebec
Louiseville;46.25;-72.95;Town;Quebec
Lourdes;46.3263889;-71.8191667;Village;Quebec
Lourdes-de-Blanc-Sablon;51.4113889;-57.2030556;Village;Quebec
Louvicourt;48.066667;-77.383333;Administrative Sector;Quebec
Lyster;46.3666667;-71.6166667;Municipality;Quebec
Macamic;48.75;-79;Town;Quebec
Madeleine-Centre;49.2480556;-65.3522222;Village;Quebec
Magog;45.2666667;-72.15;Town;Quebec
Magpie;50.310278;-64.493611;Village;Quebec
Malartic;48.1333333;-78.1333334;Town;Quebec
Mandeville;46.3666667;-73.35;Municipality;Quebec
Manic-Cinq;50.6394444;-68.7322222;Hamlet;Quebec
Maniwaki;46.3833333;-75.9666666;Town;Quebec
Manseau;46.3666667;-72;Municipality;Quebec
Mansfield-et-Pontefract;46.033333;-76.733333;Municipality;Quebec
Mansonville;45.0505556;-72.3927778;Village;Quebec
Maria;48.1666666;-65.9833333;Municipality;Quebec
Maricourt;45.566667;-72.266667;Municipality;Quebec
Marieville;45.4333334;-73.1666667;Town;Quebec
